outer_fold,test_subjects,outer_development_subjects,model_name,candidate_index,candidate_id,candidate_parameters_json,eligible_for_selection,selection_rank,is_selected,complexity_rank,fold_count,mean_macro_f1,std_macro_f1,mean_balanced_accuracy,std_balanced_accuracy,mean_weighted_f1,std_weighted_f1,mean_accuracy,std_accuracy,mean_cohen_kappa,std_cohen_kappa,mean_multiclass_log_loss,std_multiclass_log_loss
2,1,"0,2,3",extra_trees,8,extra_trees__candidate_008,"{""classifier__max_depth"":12,""classifier__max_features"":0.5,""classifier__min_samples_leaf"":4}",True,5,False,4,3,0.637339604697,0.0712838098124,0.671957374289,0.0472656425725,0.743988832175,0.0530034459049,0.744419345303,0.0605145428233,0.640109858225,0.096125524833,0.674126130192,0.106636433397
3,2,"0,1,3",dummy_prior,1,dummy_prior__candidate_001,{},False,,False,0,3,0.1205591743,0.0204354896758,0.2,2.77555756156e-17,0.274696418052,0.0979068857118,0.438746144777,0.100042166971,0,0,1.49963287029,0.156518820558
3,2,"0,1,3",logistic_regression,1,logistic_regression__candidate_001,"{""classifier__C"":0.1}",True,25,False,1,3,0.595343189903,0.074930560543,0.653996461741,0.0451845120289,0.708081185897,0.0579322060356,0.709435209904,0.066586727511,0.601816975699,0.100143881105,0.830770781799,0.126848780898
3,2,"0,1,3",logistic_regression,2,logistic_regression__candidate_002,"{""classifier__C"":1.0}",True,10,False,1,3,0.612129964783,0.0604013125489,0.665355084137,0.0382118481091,0.723770876965,0.0450635672495,0.720025152629,0.0535674003195,0.615932281192,0.0833740101253,0.969513832292,0.194390755083
3,2,"0,1,3",logistic_regression,3,logistic_regression__candidate_003,"{""classifier__C"":10.0}",True,7,False,1,3,0.62045579492,0.0529871137304,0.662945516622,0.0359075655969,0.730463836506,0.0383788780738,0.722689353063,0.0481233582771,0.6183117206,0.0770906685309,1.04676776906,0.222242424622
3,2,"0,1,3",sgd_logistic,1,sgd_logistic__candidate_001,"{""classifier__alpha"":1e-05,""classifier__penalty"":""l2""}",True,15,False,2,3,0.606023945455,0.0514352874322,0.653102899535,0.0313353061535,0.723346911826,0.0398876594563,0.726026502149,0.0475040822399,0.619083824381,0.0779780943432,6.11811926068,0.377505104543
3,2,"0,1,3",sgd_logistic,2,sgd_logistic__candidate_002,"{""classifier__alpha"":0.0001,""classifier__penalty"":""l2""}",True,14,False,2,3,0.609436828615,0.0506784753999,0.659344642104,0.0328238495019,0.730863023987,0.0391950047284,0.736216454504,0.0455065693534,0.632135848834,0.0754214678554,2.40138789367,0.131033005794
3,2,"0,1,3",sgd_logistic,3,sgd_logistic__candidate_003,"{""classifier__alpha"":0.001,""classifier__penalty"":""l2""}",True,22,False,2,3,0.600842685247,0.0541607599268,0.658391687614,0.0326418267441,0.729063831089,0.0406641760537,0.74114073824,0.0472334564739,0.637631202535,0.0775289700446,0.94783854568,0.0265742610417
3,2,"0,1,3",sgd_logistic,4,sgd_logistic__candidate_004,"{""classifier__alpha"":1e-05,""classifier__l1_ratio"":0.15,""classifier__penalty"":""elasticnet""}",True,18,False,2,3,0.604346443516,0.0546757283312,0.653202989039,0.0343226070277,0.723147554387,0.0414290016236,0.726566657551,0.0475487639723,0.619882945566,0.0780499814419,6.1132377904,0.512546501717
3,2,"0,1,3",sgd_logistic,5,sgd_logistic__candidate_005,"{""classifier__alpha"":1e-05,""classifier__l1_ratio"":0.5,""classifier__penalty"":""elasticnet""}",True,16,False,2,3,0.605687886685,0.0469331128575,0.652222851138,0.0331126840346,0.723856304553,0.0336339088676,0.726262926887,0.0392230172154,0.618961973925,0.0675727577579,6.01319092373,0.432699295365
3,2,"0,1,3",sgd_logistic,6,sgd_logistic__candidate_006,"{""classifier__alpha"":0.0001,""classifier__l1_ratio"":0.15,""classifier__penalty"":""elasticnet""}",True,19,False,2,3,0.603136993971,0.0644839460677,0.643925731664,0.0473393557345,0.724158376825,0.0453083998819,0.735296268411,0.0447626660769,0.624083521065,0.0787441551992,2.8201865528,0.310826970795
3,2,"0,1,3",sgd_logistic,7,sgd_logistic__candidate_007,"{""classifier__alpha"":0.0001,""classifier__l1_ratio"":0.5,""classifier__penalty"":""elasticnet""}",True,3,False,2,3,0.632831127588,0.0581888680845,0.66366472951,0.0330010522527,0.75048477137,0.0338493118728,0.755765550987,0.0255622314184,0.653880516165,0.052087621371,2.64611218466,0.379623835219
3,2,"0,1,3",sgd_logistic,8,sgd_logistic__candidate_008,"{""classifier__alpha"":0.001,""classifier__l1_ratio"":0.15,""classifier__penalty"":""elasticnet""}",True,27,False,2,3,0.433808499957,0.0448202947335,0.48377513902,0.0467757083313,0.568398528432,0.0369164360001,0.604669317132,0.0281684357066,0.43470070531,0.059625825126,2.32196248495,1.07151236835
3,2,"0,1,3",sgd_logistic,9,sgd_logistic__candidate_009,"{""classifier__alpha"":0.001,""classifier__l1_ratio"":0.5,""classifier__penalty"":""elasticnet""}",True,28,False,2,3,0.379649937167,0.00669339974102,0.428394627208,0.0186672988242,0.517748885589,0.0238625754693,0.539378152743,0.016082683044,0.358603240836,0.0179050112384,3.18216742956,0.502508658696
3,2,"0,1,3",random_forest,1,random_forest__candidate_001,"{""classifier__max_depth"":null,""classifier__max_features"":""sqrt"",""classifier__min_samples_leaf"":1}",True,24,False,3,3,0.596454460059,0.0620479947715,0.615461531914,0.0352383615815,0.716905984998,0.0586254555775,0.728838282052,0.0382244206234,0.615026332245,0.0434791747157,0.676981595607,0.0749707060334
3,2,"0,1,3",random_forest,2,random_forest__candidate_002,"{""classifier__max_depth"":null,""classifier__max_features"":""sqrt"",""classifier__min_samples_leaf"":4}",True,11,False,3,3,0.611906720766,0.0644990606106,0.646501579082,0.0389119980026,0.726371392739,0.044787654993,0.726038294359,0.0223272585064,0.617746139125,0.0371287562118,0.664529918011,0.0553084168019
3,2,"0,1,3",random_forest,3,random_forest__candidate_003,"{""classifier__max_depth"":null,""classifier__max_features"":0.5,""classifier__min_samples_leaf"":1}",True,12,False,3,3,0.610890803447,0.0647003470825,0.626860812007,0.0211202051187,0.729781725627,0.0518044733603,0.739567998006,0.0334413970436,0.630152992225,0.0436322291431,0.695101270682,0.111640521663
3,2,"0,1,3",random_forest,4,random_forest__candidate_004,"{""classifier__max_depth"":null,""classifier__max_features"":0.5,""classifier__min_samples_leaf"":4}",True,1,True,3,3,0.634698469104,0.0831901020965,0.667311074488,0.0491178392249,0.746417640354,0.0579410744892,0.743559311852,0.0374304648078,0.642010222637,0.0600527081651,0.673740812077,0.101536543082
3,2,"0,1,3",random_forest,5,random_forest__candidate_005,"{""classifier__max_depth"":12,""classifier__max_features"":""sqrt"",""classifier__min_samples_leaf"":1}",True,21,False,3,3,0.601469874309,0.060693398011,0.620356567917,0.0255701894537,0.721961807451,0.0534700426965,0.731425986556,0.031237892038,0.619351727856,0.0375640225095,0.65244606052,0.0563498648265
3,2,"0,1,3",random_forest,6,random_forest__candidate_006,"{""classifier__max_depth"":12,""classifier__max_features"":""sqrt"",""classifier__min_samples_leaf"":4}",True,8,False,3,3,0.616412196392,0.067225696038,0.649615788176,0.0384574896615,0.730229659926,0.0456779104148,0.729699623728,0.0249159402664,0.622456589324,0.0424123286421,0.661288534371,0.0559747757364
3,2,"0,1,3",random_forest,7,random_forest__candidate_007,"{""classifier__max_depth"":12,""classifier__max_features"":0.5,""classifier__min_samples_leaf"":1}",True,9,False,3,3,0.614080336761,0.0657634923256,0.631725174335,0.0230567003228,0.733645133817,0.0498636423243,0.739237425824,0.0288383466626,0.631091995706,0.0420973644493,0.658654354818,0.0791536363666
3,2,"0,1,3",random_forest,8,random_forest__candidate_008,"{""classifier__max_depth"":12,""classifier__max_features"":0.5,""classifier__min_samples_leaf"":4}",True,2,False,3,3,0.63398944355,0.0837740591057,0.664576702241,0.0481650231008,0.746678937558,0.059051086103,0.743185967099,0.0391144619799,0.641313960404,0.0635728566045,0.668186682615,0.103832427275
3,2,"0,1,3",extra_trees,1,extra_trees__candidate_001,"{""classifier__max_depth"":null,""classifier__max_features"":""sqrt"",""classifier__min_samples_leaf"":1}",True,23,False,4,3,0.598960275558,0.0561011484841,0.620648470798,0.0280417785779,0.724933077118,0.0524602269939,0.7378434534,0.0308107303389,0.627738339339,0.0319960610884,0.671033810776,0.0801754112437
3,2,"0,1,3",extra_trees,2,extra_trees__candidate_002,"{""classifier__max_depth"":null,""classifier__max_features"":""sqrt"",""classifier__min_samples_leaf"":4}",True,20,False,4,3,0.602383416674,0.0556464645634,0.647090161963,0.0242507326909,0.718987492077,0.0284596616925,0.722745595274,0.0237050351893,0.614048350052,0.0437360851149,0.689684599819,0.0438672862939
3,2,"0,1,3",extra_trees,3,extra_trees__candidate_003,"{""classifier__max_depth"":null,""classifier__max_features"":0.5,""classifier__min_samples_leaf"":1}",True,17,False,4,3,0.604821584072,0.0605796205524,0.62438550369,0.0269691508085,0.732409725453,0.0536617093239,0.74697162821,0.0343076076741,0.639519634546,0.0411029058782,0.676437357643,0.102164213871
3,2,"0,1,3",extra_trees,4,extra_trees__candidate_004,"{""classifier__max_depth"":null,""classifier__max_features"":0.5,""classifier__min_samples_leaf"":4}",True,5,False,4,3,0.62089505567,0.0697091305273,0.659371955234,0.036134794513,0.735317703668,0.0443929078009,0.736405827036,0.0334088466528,0.632197067221,0.0563542563863,0.656876526023,0.0727139100875
3,2,"0,1,3",extra_trees,5,extra_trees__candidate_005,"{""classifier__max_depth"":12,""classifier__max_features"":""sqrt"",""classifier__min_samples_leaf"":1}",True,13,False,4,3,0.609896841532,0.0510653508441,0.637634377306,0.0268585169554,0.728654791215,0.0441275572537,0.734691996994,0.0189991155322,0.626829486216,0.0214921600287,0.660896827688,0.0485655307467
3,2,"0,1,3",extra_trees,6,extra_trees__candidate_006,"{""classifier__max_depth"":12,""classifier__max_features"":""sqrt"",""classifier__min_samples_leaf"":4}",True,26,False,4,3,0.594350368237,0.0464944424715,0.641776111894,0.025148193228,0.710294514375,0.0224699014403,0.714466663811,0.0138133905786,0.603365516865,0.0303858547456,0.698981043285,0.0361482399925
3,2,"0,1,3",extra_trees,7,extra_trees__candidate_007,"{""classifier__max_depth"":12,""classifier__max_features"":0.5,""classifier__min_samples_leaf"":1}",True,6,False,4,3,0.62083694436,0.0605182480478,0.643006188536,0.0247321103068,0.741308780544,0.047075443521,0.749390605704,0.0251032005673,0.645132026472,0.0368339311941,0.643832062226,0.0656036957666
3,2,"0,1,3",extra_trees,8,extra_trees__candidate_008,"{""classifier__max_depth"":12,""classifier__max_features"":0.5,""classifier__min_samples_leaf"":4}",True,4,False,4,3,0.622837293379,0.0700328390642,0.66320802248,0.0355782606317,0.736382102262,0.0446277243774,0.73703324804,0.0368099055617,0.633713609439,0.0611094747317,0.655765700401,0.0687923705029
4,3,"0,1,2",dummy_prior,1,dummy_prior__candidate_001,{},False,,False,0,3,0.121842515538,0.021400399826,0.2,2.77555756156e-17,0.283115402237,0.104367614675,0.446163989963,0.105676301186,0,0,1.48782044101,0.150295766385
4,3,"0,1,2",logistic_regression,1,logistic_regression__candidate_001,"{""classifier__C"":0.1}",True,13,False,1,3,0.678826919742,0.0343954151923,0.717634189914,0.0181459753356,0.764384573237,0.0316119093805,0.761416918488,0.0330990543193,0.670012997865,0.0570998497665,0.765183076095,0.063814730575
4,3,"0,1,2",logistic_regression,2,logistic_regression__candidate_002,"{""classifier__C"":1.0}",True,11,False,1,3,0.683806359573,0.0246845506216,0.717229671673,0.0109423463496,0.767359568626,0.0121075063309,0.764919039992,0.0124563008086,0.67254206413,0.032415403159,0.804260045686,0.123950146963
4,3,"0,1,2",logistic_regression,3,logistic_regression__candidate_003,"{""classifier__C"":10.0}",True,12,False,1,3,0.679301145408,0.00490771778266,0.712157631879,0.00857229790358,0.760300518632,0.00932664941416,0.756368146791,0.0111055554979,0.661929950703,0.00367998136754,0.868211949176,0.167148739551
4,3,"0,1,2",sgd_logistic,1,sgd_logistic__candidate_001,"{""classifier__alpha"":1e-05,""classifier__penalty"":""l2""}",True,7,False,2,3,0.690827585518,0.0120474140722,0.711201686871,0.0116607069862,0.778196363622,0.00342192064669,0.778610293471,0.00523288967572,0.687341862873,0.0235842416294,5.15040092566,0.586812847824
4,3,"0,1,2",sgd_logistic,2,sgd_logistic__candidate_002,"{""classifier__alpha"":0.0001,""classifier__penalty"":""l2""}",True,5,False,2,3,0.690977128416,0.0228929067255,0.712023688079,0.0247856301591,0.781531486822,0.0109131903337,0.782887163413,0.0106157509022,0.693453413857,0.0247943987609,2.16406071836,0.465738308978
4,3,"0,1,2",sgd_logistic,3,sgd_logistic__candidate_003,"{""classifier__alpha"":0.001,""classifier__penalty"":""l2""}",True,6,False,2,3,0.690907594913,0.0331434447992,0.714788700919,0.0353793225691,0.779942739742,0.0174373958862,0.780172700697,0.0159155204645,0.690571597995,0.0335840753674,0.876942292564,0.236670254812
4,3,"0,1,2",sgd_logistic,4,sgd_logistic__candidate_004,"{""classifier__alpha"":1e-05,""classifier__l1_ratio"":0.15,""classifier__penalty"":""elasticnet""}",True,1,True,2,3,0.70348493836,0.0183312641959,0.720180952351,0.0114059145511,0.788262253091,0.0106723677422,0.788737244663,0.0114507003596,0.700269622479,0.0311128116294,4.81443208929,0.443544453282
4,3,"0,1,2",sgd_logistic,5,sgd_logistic__candidate_005,"{""classifier__alpha"":1e-05,""classifier__l1_ratio"":0.5,""classifier__penalty"":""elasticnet""}",True,2,False,2,3,0.696384098135,0.0169247472731,0.714020294182,0.00915269087387,0.782895750797,0.00945429762158,0.78263526931,0.0089030160818,0.69203916067,0.026768377932,5.11208792172,0.414522296371
4,3,"0,1,2",sgd_logistic,6,sgd_logistic__candidate_006,"{""classifier__alpha"":0.0001,""classifier__l1_ratio"":0.15,""classifier__penalty"":""elasticnet""}",True,3,False,2,3,0.692791515101,0.0262549531009,0.70855942166,0.0188027517684,0.777928929336,0.0129548192427,0.778362707257,0.0120411338089,0.685548287795,0.0325303034018,2.35848009204,0.414085962661
4,3,"0,1,2",sgd_logistic,7,sgd_logistic__candidate_007,"{""classifier__alpha"":0.0001,""classifier__l1_ratio"":0.5,""classifier__penalty"":""elasticnet""}",True,17,False,2,3,0.673128595363,0.0316615789334,0.687631187213,0.0155091201245,0.763545563143,0.0173461685678,0.767764665119,0.0171137474383,0.670008135719,0.0393943227427,2.65432545738,0.29884986593
4,3,"0,1,2",sgd_logistic,8,sgd_logistic__candidate_008,"{""classifier__alpha"":0.001,""classifier__l1_ratio"":0.15,""classifier__penalty"":""elasticnet""}",True,27,False,2,3,0.410569182907,0.0296055643969,0.4740648219,0.027398300077,0.554417889943,0.0634898073967,0.611790128259,0.0522574354212,0.430821553215,0.0580319021506,2.29175331489,0.320730389139
4,3,"0,1,2",sgd_logistic,9,sgd_logistic__candidate_009,"{""classifier__alpha"":0.001,""classifier__l1_ratio"":0.5,""classifier__penalty"":""elasticnet""}",True,28,False,2,3,0.360420020242,0.0060168102944,0.418001500384,0.0189957664854,0.509841724445,0.0457157138049,0.562477371024,0.0367160578034,0.360271943677,0.00765774523278,2.86300596703,0.297893863247
4,3,"0,1,2",random_forest,1,random_forest__candidate_001,"{""classifier__max_depth"":null,""classifier__max_features"":""sqrt"",""classifier__min_samples_leaf"":1}",True,23,False,3,3,0.647034206238,0.0725944474018,0.6498661264,0.0709511627365,0.73962387144,0.0620163164162,0.749183094068,0.0528190760843,0.640075838205,0.0550173806334,0.671912271227,0.0966850906385
4,3,"0,1,2",random_forest,2,random_forest__candidate_002,"{""classifier__max_depth"":null,""classifier__max_features"":""sqrt"",""classifier__min_samples_leaf"":4}",True,9,False,3,3,0.687728172976,0.0533196873665,0.699657205342,0.055544390449,0.772003897327,0.041721818667,0.773686207625,0.0361217002586,0.681434651165,0.0344689653113,0.659802340043,0.0525737453196
4,3,"0,1,2",random_forest,3,random_forest__candidate_003,"{""classifier__max_depth"":null,""classifier__max_features"":0.5,""classifier__min_samples_leaf"":1}",True,26,False,3,3,0.638778416185,0.0554778658051,0.636510150444,0.0580912443424,0.730911044971,0.0475454476898,0.740109025754,0.039882346843,0.623553924023,0.0377022425002,0.711204279634,0.0725097230041
4,3,"0,1,2",random_forest,4,random_forest__candidate_004,"{""classifier__max_depth"":null,""classifier__max_features"":0.5,""classifier__min_samples_leaf"":4}",True,15,False,3,3,0.676119367676,0.0265185233816,0.689064244939,0.0339118418331,0.764060945466,0.0213399283077,0.762154972738,0.0147035748005,0.665322596719,0.00344387370565,0.661569509231,0.0394986142174
4,3,"0,1,2",random_forest,5,random_forest__candidate_005,"{""classifier__max_depth"":12,""classifier__max_features"":""sqrt"",""classifier__min_samples_leaf"":1}",True,24,False,3,3,0.645224378573,0.07411316098,0.650845657473,0.0738304830521,0.736796551824,0.0645733892956,0.74592351047,0.0545788314925,0.636973341982,0.0580705706642,0.670320245365,0.0834322731854
4,3,"0,1,2",random_forest,6,random_forest__candidate_006,"{""classifier__max_depth"":12,""classifier__max_features"":""sqrt"",""classifier__min_samples_leaf"":4}",True,10,False,3,3,0.686224642187,0.0550618113894,0.700403073704,0.0603645252917,0.769038778346,0.0459191076564,0.769770825299,0.0397636519813,0.677272222349,0.0393902454025,0.666409742769,0.0546660187351
4,3,"0,1,2",random_forest,7,random_forest__candidate_007,"{""classifier__max_depth"":12,""classifier__max_features"":0.5,""classifier__min_samples_leaf"":1}",True,25,False,3,3,0.644863804402,0.052854847499,0.646909623347,0.0554900780054,0.736753146992,0.0442191398208,0.744324455331,0.0362664203362,0.63233753533,0.0323717104057,0.678288044863,0.0723236315287
4,3,"0,1,2",random_forest,8,random_forest__candidate_008,"{""classifier__max_depth"":12,""classifier__max_features"":0.5,""classifier__min_samples_leaf"":4}",True,14,False,3,3,0.67739797205,0.0299713172471,0.689970205124,0.0357705628227,0.764273958456,0.0246350940869,0.762614925504,0.018241491207,0.666062857048,0.00774060537874,0.659023440534,0.0399715520089
4,3,"0,1,2",extra_trees,1,extra_trees__candidate_001,"{""classifier__max_depth"":null,""classifier__max_features"":""sqrt"",""classifier__min_samples_leaf"":1}",True,22,False,4,3,0.653143088728,0.078228531977,0.66146318046,0.079096860287,0.743621127086,0.062473272932,0.755326755826,0.0523269364099,0.649701197689,0.0561292493143,0.670769129979,0.087419955728
4,3,"0,1,2",extra_trees,2,extra_trees__candidate_002,"{""classifier__max_depth"":null,""classifier__max_features"":""sqrt"",""classifier__min_samples_leaf"":4}",True,19,False,4,3,0.666274168789,0.0426912477488,0.69378555213,0.0619594180262,0.751180435636,0.0324435479195,0.755331450402,0.0225503012817,0.658223492808,0.0201278080892,0.703859838334,0.0528703582624
4,3,"0,1,2",extra_trees,3,extra_trees__candidate_003,"{""classifier__max_depth"":null,""classifier__max_features"":0.5,""classifier__min_samples_leaf"":1}",True,20,False,4,3,0.661202526148,0.0700191015343,0.665596698581,0.0686540996599,0.752569263009,0.0540357246649,0.763874759571,0.0449490660862,0.660901425526,0.0452966733938,0.651693479542,0.0777167821923
4,3,"0,1,2",extra_trees,4,extra_trees__candidate_004,"{""classifier__max_depth"":null,""classifier__max_features"":0.5,""classifier__min_samples_leaf"":4}",True,4,False,4,3,0.691265368985,0.0495157652303,0.71137500343,0.0631389199615,0.774090315097,0.037238639833,0.776415772496,0.0293414063502,0.68698238915,0.0275665732684,0.654736911259,0.0437698838994
4,3,"0,1,2",extra_trees,5,extra_trees__candidate_005,"{""classifier__max_depth"":12,""classifier__max_features"":""sqrt"",""classifier__min_samples_leaf"":1}",True,21,False,4,3,0.660009603358,0.0745882963687,0.676170702435,0.0798283755198,0.747871993145,0.0599271738858,0.75579749304,0.0485178942863,0.654654717654,0.0526819785409,0.680912688097,0.0652055130563
4,3,"0,1,2",extra_trees,6,extra_trees__candidate_006,"{""classifier__max_depth"":12,""classifier__max_features"":""sqrt"",""classifier__min_samples_leaf"":4}",True,18,False,4,3,0.669169788875,0.0426587153896,0.695525060867,0.0618485016446,0.752074086432,0.0339993873437,0.755140996663,0.0242772797345,0.658334888037,0.0220192705555,0.714720861094,0.05360639312
4,3,"0,1,2",extra_trees,7,extra_trees__candidate_007,"{""classifier__max_depth"":12,""classifier__max_features"":0.5,""classifier__min_samples_leaf"":1}",True,16,False,4,3,0.674495299007,0.0600662890064,0.682773672302,0.0652471609195,0.762611826501,0.0478336477171,0.770211024105,0.039568844172,0.672973506022,0.0394993422929,0.644810556419,0.0720326327308
4,3,"0,1,2",extra_trees,8,extra_trees__candidate_008,"{""classifier__max_depth"":12,""classifier__max_features"":0.5,""classifier__min_samples_leaf"":4}",True,8,False,4,3,0.688835783433,0.0402701991015,0.710448117534,0.0558632497048,0.772716525962,0.0298535507173,0.774543254356,0.0216633734888,0.684448993875,0.0168260074842,0.65982740488,0.045592883006
